Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,car_age,price_per_km,mileage_per_year,engine_size_category,ID
Toyota,Yaris,1.2,Petrol,2022,5417,32902,4,6.07,5417,Small,3742
Toyota,RAV4,2.0,Hybrid,2001,151393,7120,25,0.05,151393,Small,3743
Toyota,Yaris,1.4,Hybrid,1995,163264,2368,31,0.01,163264,Small,3744
Toyota,Prius,1.4,Hybrid,1991,221680,1417,35,0.01,221680,Small,3745
VW,Polo,1.4,Petrol,1990,119871,1777,36,0.01,119871,Small,3746
Toyota,RAV4,1.8,Hybrid,2002,146392,7521,24,0.05,146392,Small,3747
BMW,Z4,2.0,Petrol,2009,70986,16721,17,0.24,70986,Small,3748
Toyota,Yaris,1.2,Petrol,1992,290456,475,34,0.0,290456,Small,3749
Toyota,Yaris,1.2,Petrol,2004,101673,5412,22,0.05,101673,Small,3750
Ford,Focus,1.6,Diesel,1990,213289,1288,36,0.01,213289,Small,3751
Toyota,RAV4,2.0,Hybrid,2003,133739,9380,23,0.07,133739,Small,3752
BMW,X3,2.4,Diesel,1992,301708,920,34,0.0,301708,Medium,3753
BMW,Z4,2.4,Petrol,1995,264670,1446,31,0.01,264670,Medium,3754
BMW,Z4,2.4,Petrol,2017,58142,33968,9,0.58,58142,Medium,3755
VW,Passat,1.8,Petrol,1990,298113,621,36,0.0,298113,Small,3756
Toyota,Yaris,1.4,Hybrid,2001,183107,2985,25,0.02,183107,Small,3757
Ford,Focus,2.0,Hybrid,1992,150186,3234,34,0.02,150186,Small,3758
VW,Golf,1.2,Petrol,1993,172576,1555,33,0.01,172576,Small,3759
Toyota,Yaris,1.4,Hybrid,1990,193772,1307,36,0.01,193772,Small,3760
BMW,X3,3.0,Petrol,2012,102066,21106,14,0.21,102066,Medium,3761
VW,Golf,2.0,Petrol,2004,141499,5406,22,0.04,141499,Small,3762
VW,Polo,1.4,Petrol,2005,77093,6593,21,0.09,77093,Small,3763
Ford,Mondeo,1.6,Diesel,1999,270574,1375,27,0.01,270574,Small,3764
Ford,Mondeo,1.6,Diesel,2009,71293,14070,17,0.2,71293,Small,3765
VW,Passat,1.6,Diesel,2009,40464,18084,17,0.45,40464,Small,3766
Ford,Fiesta,1.0,Petrol,1990,220840,625,36,0.0,220840,Small,3767
VW,Golf,1.6,Petrol,1996,135655,2972,30,0.02,135655,Small,3768
Toyota,Yaris,1.2,Hybrid,2000,140745,3681,26,0.03,140745,Small,3769
VW,Golf,1.2,Petrol,2014,39668,16782,12,0.42,39668,Small,3770
Ford,Fiesta,1.2,Diesel,2010,59473,9798,16,0.16,59473,Small,3771
VW,Polo,1.2,Petrol,1991,186048,1021,35,0.01,186048,Small,3772
Ford,Focus,2.0,Petrol,1991,230386,1257,35,0.01,230386,Small,3773
VW,Polo,1.0,Petrol,2012,20651,12603,14,0.61,20651,Small,3774
BMW,M5,4.4,Petrol,2000,191763,9539,26,0.05,191763,Large,3775
VW,Golf,2.0,Diesel,1988,311184,426,38,0.0,311184,Small,3776
Toyota,RAV4,1.8,Petrol,2006,143719,8362,20,0.06,143719,Small,3777
VW,Polo,2.0,Petrol,2008,60623,10741,18,0.18,60623,Small,3778
Toyota,Yaris,1.4,Hybrid,1997,164942,2668,29,0.02,164942,Small,3779
Toyota,Yaris,1.4,Petrol,2012,102450,9907,14,0.1,102450,Small,3780
VW,Polo,1.2,Petrol,2004,159228,3052,22,0.02,159228,Small,3781
BMW,M5,4.0,Petrol,2008,93810,34039,18,0.36,93810,Large,3782
Ford,Fiesta,1.0,Petrol,2007,60660,6921,19,0.11,60660,Small,3783
VW,Golf,1.6,Hybrid,1992,260557,917,34,0.0,260557,Small,3784
BMW,Z4,2.0,Petrol,1995,206258,2249,31,0.01,206258,Small,3785
Ford,Mondeo,2.0,Diesel,1990,170060,2080,36,0.01,170060,Small,3786
Ford,Focus,1.6,Petrol,1995,79437,5031,31,0.06,79437,Small,3787
VW,Polo,1.0,Petrol,1995,201962,1059,31,0.01,201962,Small,3788
Toyota,Prius,1.0,Hybrid,2000,215335,2311,26,0.01,215335,Small,3789
VW,Polo,1.6,Petrol,2010,58375,11137,16,0.19,58375,Small,3790
VW,Passat,2.0,Petrol,1999,166866,3918,27,0.02,166866,Small,3791
Toyota,Prius,1.8,Hybrid,1993,196582,2296,33,0.01,196582,Small,3792
VW,Passat,1.6,Diesel,1991,165322,2186,35,0.01,165322,Small,3793
Toyota,RAV4,2.2,Hybrid,2000,12245,18184,26,1.49,12245,Medium,3794
Toyota,Yaris,1.2,Hybrid,2021,13737,35361,5,2.57,13737,Small,3795
VW,Polo,2.0,Petrol,2019,25388,27682,7,1.09,25388,Small,3796
VW,Golf,1.8,Diesel,1994,94438,3961,32,0.04,94438,Small,3797
Ford,Focus,1.6,Petrol,1996,170763,2652,30,0.02,170763,Small,3798
Porsche,718 Cayman,2.0,Petrol,2012,97393,20537,14,0.21,97393,Small,3799
Toyota,Yaris,1.4,Petrol,2018,29265,23912,8,0.82,29265,Small,3800
VW,Polo,1.4,Petrol,2001,216561,1642,25,0.01,216561,Small,3801
Toyota,Yaris,1.2,Petrol,2011,70457,10746,15,0.15,70457,Small,3802
Porsche,911,3.5,Petrol,1991,66112,14679,35,0.22,66112,Large,3803
Toyota,Yaris,1.0,Petrol,2016,26137,18004,10,0.69,26137,Small,3804
Ford,Focus,1.8,Diesel,2017,42690,30817,9,0.72,42690,Small,3805
BMW,Z4,2.4,Petrol,2022,5639,64236,4,11.39,5639,Medium,3806
Toyota,Yaris,1.4,Hybrid,1990,180636,1464,36,0.01,180636,Small,3807
Toyota,Prius,1.8,Hybrid,1999,206392,3141,27,0.02,206392,Small,3808
Ford,Focus,1.6,Diesel,2019,24200,36976,7,1.53,24200,Small,3809
BMW,M5,5.0,Petrol,1991,221986,4268,35,0.02,221986,Large,3810
Toyota,Prius,1.8,Hybrid,1991,47087,6289,35,0.13,47087,Small,3811
Ford,Fiesta,1.0,Petrol,2012,46135,10585,14,0.23,46135,Small,3812
VW,Golf,1.4,Diesel,1992,127561,2383,34,0.02,127561,Small,3813
VW,Passat,1.6,Diesel,1997,181847,2834,29,0.02,181847,Small,3814
BMW,X3,3.0,Diesel,2018,49834,47169,8,0.95,49834,Medium,3815
Ford,Fiesta,1.2,Petrol,2010,82499,7997,16,0.1,82499,Small,3816
Toyota,Yaris,1.4,Hybrid,1991,172937,1672,35,0.01,172937,Small,3817
Toyota,Yaris,1.2,Hybrid,2016,60954,19159,10,0.31,60954,Small,3818
Toyota,RAV4,2.0,Hybrid,2004,124471,10783,22,0.09,124471,Small,3819
BMW,X3,2.0,Diesel,1997,249994,1906,29,0.01,249994,Small,3820
Ford,Mondeo,2.0,Diesel,1987,286299,595,39,0.0,286299,Small,3821
Ford,Focus,1.4,Diesel,2001,129253,5103,25,0.04,129253,Small,3822
Toyota,RAV4,2.4,Hybrid,1991,114686,5352,35,0.05,114686,Medium,3823
Ford,Focus,1.8,Petrol,2003,56093,10619,23,0.19,56093,Small,3824
VW,Golf,2.0,Petrol,2011,6000,21396,15,3.57,6000,Small,3825
BMW,M5,5.0,Petrol,1992,323983,1755,34,0.01,323983,Large,3826
Ford,Focus,1.0,Diesel,1990,203469,1111,36,0.01,203469,Small,3827
VW,Passat,1.6,Diesel,1998,192108,2772,28,0.01,192108,Small,3828
Toyota,Prius,1.0,Hybrid,2019,25780,34375,7,1.33,25780,Small,3829
VW,Polo,1.6,Petrol,1992,204786,1070,34,0.01,204786,Small,3830
Toyota,Prius,1.4,Hybrid,2009,31268,20238,17,0.65,31268,Small,3831
VW,Polo,1.0,Petrol,2009,84578,6908,17,0.08,84578,Small,3832
Toyota,Prius,1.8,Hybrid,2019,26951,45815,7,1.7,26951,Small,3833
Toyota,Prius,1.8,Hybrid,2014,49042,28792,12,0.59,49042,Small,3834
Toyota,Prius,1.4,Hybrid,2007,104098,10941,19,0.11,104098,Small,3835
Toyota,Prius,1.4,Hybrid,1996,77408,6355,30,0.08,77408,Small,3836
VW,Golf,1.8,Petrol,2009,109944,9151,17,0.08,109944,Small,3837
VW,Golf,1.8,Petrol,2012,73234,14525,14,0.2,73234,Small,3838
Ford,Mondeo,2.0,Diesel,2011,38395,22139,15,0.58,38395,Small,3839
Toyota,Prius,1.8,Hybrid,2003,90320,10501,23,0.12,90320,Small,3840
VW,Polo,1.2,Petrol,2017,53409,15875,9,0.3,53409,Small,3841
Toyota,Prius,1.4,Hybrid,2005,137724,7391,21,0.05,137724,Small,3842
VW,Golf,2.0,Diesel,2021,8087,43287,5,5.35,8087,Small,3843
Toyota,RAV4,2.2,Petrol,1993,184766,2756,33,0.01,184766,Medium,3844
VW,Passat,1.8,Diesel,2018,29621,37247,8,1.26,29621,Small,3845
VW,Golf,1.6,Petrol,2009,72582,11261,17,0.16,72582,Small,3846
VW,Passat,1.4,Petrol,2019,18890,35513,7,1.88,18890,Small,3847
Toyota,RAV4,2.2,Petrol,1995,208487,2557,31,0.01,208487,Medium,3848
Ford,Focus,2.0,Diesel,1998,123353,5228,28,0.04,123353,Small,3849
Ford,Fiesta,1.4,Petrol,1991,156207,1384,35,0.01,156207,Small,3850
Toyota,Prius,1.0,Hybrid,1994,112795,3642,32,0.03,112795,Small,3851
VW,Passat,1.8,Diesel,1992,39615,6207,34,0.16,39615,Small,3852
Toyota,Prius,1.8,Hybrid,1997,139267,4856,29,0.03,139267,Small,3853
Ford,Focus,1.6,Diesel,2016,61006,24233,10,0.4,61006,Small,3854
VW,Passat,1.4,Diesel,2008,113304,9633,18,0.09,113304,Small,3855
VW,Polo,1.4,Diesel,1991,145901,1623,35,0.01,145901,Small,3856
Toyota,Yaris,1.4,Hybrid,2005,58982,10067,21,0.17,58982,Small,3857
Toyota,Prius,1.8,Hybrid,2000,174376,4437,26,0.03,174376,Small,3858
Ford,Mondeo,2.0,Diesel,2016,51059,28601,10,0.56,51059,Small,3859
Toyota,Yaris,1.4,Petrol,2005,111198,5821,21,0.05,111198,Small,3860
VW,Passat,1.8,Diesel,1997,140421,4245,29,0.03,140421,Small,3861
Ford,Fiesta,1.4,Petrol,2002,131404,3522,24,0.03,131404,Small,3862
VW,Polo,2.0,Petrol,2018,30228,25193,8,0.83,30228,Small,3863
Ford,Focus,1.6,Petrol,1992,157812,2264,34,0.01,157812,Small,3864
Toyota,Prius,1.4,Hybrid,2016,32938,31962,10,0.97,32938,Small,3865
Toyota,Yaris,1.2,Petrol,1991,103450,2245,35,0.02,103450,Small,3866
Ford,Mondeo,1.8,Diesel,2019,10117,41948,7,4.15,10117,Small,3867
Toyota,Yaris,1.4,Petrol,2011,99624,9462,15,0.09,99624,Small,3868
Ford,Focus,1.0,Petrol,2014,35503,18695,12,0.53,35503,Small,3869
Ford,Focus,2.0,Petrol,1993,236635,1356,33,0.01,236635,Small,3870
Ford,Mondeo,1.8,Diesel,1996,202468,2224,30,0.01,202468,Small,3871
Ford,Fiesta,1.0,Petrol,2007,48869,7458,19,0.15,48869,Small,3872
Ford,Focus,1.8,Petrol,2005,74439,10755,21,0.14,74439,Small,3873
BMW,M5,5.0,Petrol,1987,256429,2384,39,0.01,256429,Large,3874
VW,Passat,2.0,Diesel,2016,51527,30129,10,0.58,51527,Small,3875
Toyota,Prius,1.8,Hybrid,1997,161316,4055,29,0.03,161316,Small,3876
VW,Polo,2.0,Petrol,2019,22375,28153,7,1.26,22375,Small,3877
VW,Passat,1.8,Diesel,2009,72319,15658,17,0.22,72319,Small,3878
VW,Golf,1.6,Diesel,2000,126330,4385,26,0.03,126330,Small,3879
VW,Passat,1.4,Diesel,2015,67299,21303,11,0.32,67299,Small,3880
Toyota,RAV4,2.0,Hybrid,2000,169048,5751,26,0.03,169048,Small,3881
Ford,Focus,1.0,Petrol,2006,129025,5742,20,0.04,129025,Small,3882
Ford,Fiesta,1.4,Petrol,2007,67643,7823,19,0.12,67643,Small,3883
VW,Polo,2.0,Diesel,2014,37356,19435,12,0.52,37356,Small,3884
VW,Passat,2.0,Diesel,1998,169042,3778,28,0.02,169042,Small,3885
BMW,X3,2.0,Petrol,1991,194849,2000,35,0.01,194849,Small,3886
Ford,Fiesta,1.2,Petrol,1991,291741,379,35,0.0,291741,Small,3887
VW,Golf,1.4,Petrol,1995,281418,718,31,0.0,281418,Small,3888
Ford,Fiesta,1.4,Petrol,1997,175584,1755,29,0.01,175584,Small,3889
BMW,X3,2.4,Petrol,2013,34795,31529,13,0.91,34795,Medium,3890
Ford,Fiesta,1.4,Petrol,1997,227371,1112,29,0.0,227371,Small,3891
Porsche,911,2.2,Petrol,2001,78558,20846,25,0.27,78558,Medium,3892
Porsche,718 Cayman,2.4,Petrol,2001,83481,11930,25,0.14,83481,Medium,3893
Ford,Focus,1.8,Petrol,2019,15612,39157,7,2.51,15612,Small,3894
Ford,Mondeo,2.0,Diesel,1995,213339,1991,31,0.01,213339,Small,3895
Ford,Fiesta,1.2,Petrol,2000,142149,2620,26,0.02,142149,Small,3896
VW,Golf,1.8,Petrol,2011,27009,18116,15,0.67,27009,Small,3897
VW,Passat,2.0,Diesel,2016,66107,27433,10,0.41,66107,Small,3898
Toyota,Yaris,1.4,Hybrid,2006,107081,7701,20,0.07,107081,Small,3899
VW,Passat,1.6,Diesel,2006,121686,8453,20,0.07,121686,Small,3900
Toyota,RAV4,1.8,Hybrid,2018,42780,45912,8,1.07,42780,Small,3901
Ford,Mondeo,1.6,Hybrid,1996,197053,2513,30,0.01,197053,Small,3902
Toyota,Yaris,1.2,Petrol,2004,127007,4466,22,0.04,127007,Small,3903
VW,Polo,2.0,Petrol,2011,36346,15245,15,0.42,36346,Small,3904
Ford,Mondeo,2.0,Diesel,2000,141343,5135,26,0.04,141343,Small,3905
Toyota,Yaris,1.0,Petrol,2016,30889,17523,10,0.57,30889,Small,3906
Toyota,Yaris,1.2,Petrol,1988,180368,991,38,0.01,180368,Small,3907
Ford,Fiesta,1.2,Petrol,2000,106802,3446,26,0.03,106802,Small,3908
VW,Passat,1.6,Diesel,2004,145825,6111,22,0.04,145825,Small,3909
Toyota,Prius,1.0,Hybrid,2016,39944,25919,10,0.65,39944,Small,3910
VW,Passat,1.8,Diesel,1999,100110,6612,27,0.07,100110,Small,3911
VW,Polo,1.4,Petrol,2003,148210,3377,23,0.02,148210,Small,3912
Toyota,Prius,1.0,Hybrid,2007,114509,8553,19,0.07,114509,Small,3913
Toyota,RAV4,2.0,Hybrid,2001,84809,11837,25,0.14,84809,Small,3914
Toyota,Prius,1.0,Hybrid,2000,187437,2956,26,0.02,187437,Small,3915
Toyota,Prius,1.0,Hybrid,2000,121904,5068,26,0.04,121904,Small,3916
Toyota,RAV4,2.4,Hybrid,1999,105587,9769,27,0.09,105587,Medium,3917
Ford,Fiesta,1.0,Diesel,1996,168251,1550,30,0.01,168251,Small,3918
VW,Golf,1.6,Petrol,2001,136293,4127,25,0.03,136293,Small,3919
BMW,Z4,2.4,Petrol,1991,243074,1353,35,0.01,243074,Medium,3920
Porsche,911,3.0,Petrol,1996,201184,6571,30,0.03,201184,Medium,3921
Porsche,718 Cayman,4.0,Petrol,2004,101847,16493,22,0.16,101847,Large,3922
VW,Golf,1.6,Diesel,1997,192299,2077,29,0.01,192299,Small,3923
Ford,Fiesta,1.0,Petrol,2001,114687,3169,25,0.03,114687,Small,3924
Toyota,RAV4,2.4,Hybrid,2003,109859,12354,23,0.11,109859,Medium,3925
BMW,M5,4.4,Petrol,2003,118159,21350,23,0.18,118159,Large,3926
BMW,X3,3.0,Diesel,2013,70086,29656,13,0.42,70086,Medium,3927
Ford,Focus,1.6,Diesel,2009,94574,12075,17,0.13,94574,Small,3928
Toyota,Yaris,1.4,Petrol,2002,91399,5511,24,0.06,91399,Small,3929
Toyota,RAV4,2.4,Hybrid,1988,293430,917,38,0.0,293430,Medium,3930
VW,Golf,1.4,Petrol,2004,135762,4736,22,0.03,135762,Small,3931
Toyota,Yaris,1.2,Petrol,2000,150704,2830,26,0.02,150704,Small,3932
Ford,Fiesta,1.4,Petrol,2016,23489,18674,10,0.8,23489,Small,3933
VW,Golf,1.8,Petrol,1995,153174,2560,31,0.02,153174,Small,3934
VW,Polo,2.0,Petrol,2009,90092,9397,17,0.1,90092,Small,3935
Toyota,Prius,1.8,Hybrid,1995,140770,4199,31,0.03,140770,Small,3936
VW,Golf,2.0,Diesel,2009,64033,13992,17,0.22,64033,Small,3937
Toyota,Yaris,1.4,Petrol,2006,148166,4655,20,0.03,148166,Small,3938
Toyota,RAV4,2.2,Petrol,2000,170734,4955,26,0.03,170734,Medium,3939
Toyota,Prius,1.4,Hybrid,1994,233219,1559,32,0.01,233219,Small,3940
Toyota,Yaris,1.2,Petrol,2019,14052,25745,7,1.83,14052,Small,3941
Ford,Mondeo,1.8,Diesel,2018,39417,33290,8,0.84,39417,Small,3942
BMW,Z4,2.0,Petrol,2017,20568,38804,9,1.89,20568,Small,3943
Ford,Fiesta,1.2,Petrol,1987,168547,885,39,0.01,168547,Small,3944
Ford,Focus,1.6,Petrol,2021,13480,42668,5,3.17,13480,Small,3945
BMW,X3,2.0,Petrol,2011,57161,21962,15,0.38,57161,Small,3946
VW,Polo,1.0,Petrol,2019,23809,19748,7,0.83,23809,Small,3947
Toyota,RAV4,2.0,Hybrid,1997,257710,2135,29,0.01,257710,Small,3948
Ford,Focus,1.4,Petrol,2004,67853,9274,22,0.14,67853,Small,3949
Ford,Mondeo,1.6,Diesel,1994,105741,4056,32,0.04,105741,Small,3950
Ford,Mondeo,2.0,Diesel,1996,182754,2784,30,0.02,182754,Small,3951
Ford,Focus,1.8,Petrol,2005,36535,13682,21,0.37,36535,Small,3952
BMW,Z4,3.0,Petrol,2011,75816,22649,15,0.3,75816,Medium,3953
Ford,Focus,1.8,Diesel,1991,96407,3807,35,0.04,96407,Small,3954
Porsche,718 Cayman,4.0,Petrol,2010,71237,30517,16,0.43,71237,Large,3955
Ford,Fiesta,1.2,Petrol,2021,7274,26329,5,3.62,7274,Small,3956
Ford,Fiesta,1.4,Petrol,2006,55162,7936,20,0.14,55162,Small,3957
Ford,Focus,1.8,Hybrid,1993,270405,1129,33,0.0,270405,Small,3958
VW,Passat,1.6,Petrol,2012,83208,15938,14,0.19,83208,Small,3959
Ford,Fiesta,1.4,Petrol,2005,64052,7010,21,0.11,64052,Small,3960
VW,Golf,1.6,Petrol,2015,18894,23332,11,1.23,18894,Small,3961
Ford,Fiesta,1.4,Petrol,2014,75133,11864,12,0.16,75133,Small,3962
VW,Passat,1.4,Petrol,1997,170248,2788,29,0.02,170248,Small,3963
Ford,Mondeo,1.6,Diesel,1994,57517,5665,32,0.1,57517,Small,3964
BMW,M5,5.0,Petrol,2016,18097,104908,10,5.8,18097,Large,3965
Porsche,718 Cayman,2.0,Petrol,2009,74117,19799,17,0.27,74117,Small,3966
VW,Passat,1.6,Diesel,1993,189701,2028,33,0.01,189701,Small,3967
BMW,Z4,3.0,Petrol,2017,34953,43791,9,1.25,34953,Medium,3968
VW,Polo,1.6,Petrol,1993,181151,1406,33,0.01,181151,Small,3969
VW,Polo,1.2,Petrol,2000,235017,1203,26,0.01,235017,Small,3970
BMW,Z4,2.0,Petrol,2009,96610,13983,17,0.14,96610,Small,3971
Porsche,Cayenne,4.0,Petrol,2004,107223,18767,22,0.18,107223,Large,3972
Ford,Fiesta,1.0,Petrol,1994,108395,2084,32,0.02,108395,Small,3973
BMW,X3,3.0,Diesel,2011,83806,23632,15,0.28,83806,Medium,3974
Porsche,718 Cayman,2.4,Petrol,2000,81813,11291,26,0.14,81813,Medium,3975
VW,Golf,1.8,Diesel,1994,160405,2368,32,0.01,160405,Small,3976
Ford,Mondeo,1.6,Diesel,1999,93083,6209,27,0.07,93083,Small,3977
VW,Golf,1.2,Petrol,2000,114202,3971,26,0.03,114202,Small,3978
Toyota,Prius,1.0,Hybrid,2022,5361,46869,4,8.74,5361,Small,3979
VW,Polo,1.6,Petrol,2001,141640,3332,25,0.02,141640,Small,3980
Ford,Focus,2.0,Petrol,2000,128078,5484,26,0.04,128078,Small,3981
Ford,Mondeo,1.6,Diesel,2016,75707,21777,10,0.29,75707,Small,3982
VW,Golf,1.6,Diesel,1992,293143,590,34,0.0,293143,Small,3983
Porsche,Cayenne,4.0,Petrol,2012,50971,47081,14,0.92,50971,Large,3984
Toyota,Prius,1.0,Hybrid,1997,124306,4073,29,0.03,124306,Small,3985
Ford,Fiesta,1.2,Petrol,2001,20328,6472,25,0.32,20328,Small,3986
Toyota,RAV4,2.2,Hybrid,2014,34448,40853,12,1.19,34448,Medium,3987
Toyota,Yaris,1.4,Hybrid,2016,67486,19827,10,0.29,67486,Small,3988
Porsche,718 Cayman,2.4,Petrol,2009,98599,18258,17,0.19,98599,Medium,3989
VW,Golf,1.4,Diesel,2009,80220,10499,17,0.13,80220,Small,3990
Toyota,Prius,1.0,Hybrid,1984,302522,354,42,0.0,302522,Small,3991
Ford,Mondeo,1.6,Diesel,1989,254613,819,37,0.0,254613,Small,3992
Toyota,RAV4,2.4,Hybrid,2004,104616,13732,22,0.13,104616,Medium,3993
VW,Passat,1.4,Diesel,1998,192820,2577,28,0.01,192820,Small,3994
Toyota,Yaris,1.0,Petrol,2009,74884,8333,17,0.11,74884,Small,3995
Toyota,RAV4,1.8,Hybrid,2018,16258,53449,8,3.29,16258,Small,3996
VW,Polo,1.6,Petrol,2001,107952,4329,25,0.04,107952,Small,3997
VW,Golf,2.0,Petrol,1995,124215,3401,31,0.03,124215,Small,3998
VW,Polo,1.6,Petrol,1997,191158,1684,29,0.01,191158,Small,3999
Toyota,RAV4,1.8,Hybrid,2000,206390,3947,26,0.02,206390,Small,4000
VW,Polo,1.6,Petrol,2001,163687,2780,25,0.02,163687,Small,4001
Ford,Mondeo,1.6,Diesel,2015,48917,24253,11,0.5,48917,Small,4002
Ford,Focus,1.0,Petrol,1987,191323,964,39,0.01,191323,Small,4003
VW,Polo,1.6,Diesel,1999,108730,3955,27,0.04,108730,Small,4004
Toyota,RAV4,2.2,Hybrid,2014,64601,33876,12,0.52,64601,Medium,4005
VW,Golf,1.8,Petrol,1994,130142,2882,32,0.02,130142,Small,4006
VW,Polo,1.6,Diesel,2017,43848,20421,9,0.47,43848,Small,4007
Toyota,Yaris,1.0,Hybrid,1998,88126,4381,28,0.05,88126,Small,4008
VW,Polo,1.4,Petrol,2007,130507,5081,19,0.04,130507,Small,4009
Ford,Mondeo,1.8,Diesel,2017,42313,30606,9,0.72,42313,Small,4010
Toyota,RAV4,1.8,Hybrid,2009,139996,12630,17,0.09,139996,Small,4011
Toyota,Prius,1.4,Hybrid,1997,172678,3250,29,0.02,172678,Small,4012
VW,Golf,1.8,Diesel,2018,30835,29678,8,0.96,30835,Small,4013
Ford,Fiesta,1.0,Petrol,1995,245221,698,31,0.0,245221,Small,4014
Ford,Mondeo,2.0,Diesel,2006,60681,13812,20,0.23,60681,Small,4015
Ford,Mondeo,1.8,Diesel,2014,62993,22003,12,0.35,62993,Small,4016
BMW,X3,2.0,Petrol,1989,227215,1312,37,0.01,227215,Small,4017
Toyota,Yaris,1.2,Hybrid,1999,149822,3200,27,0.02,149822,Small,4018
VW,Golf,1.8,Petrol,2005,141977,5462,21,0.04,141977,Small,4019
BMW,Z4,2.0,Petrol,1992,259074,1138,34,0.0,259074,Small,4020
Ford,Mondeo,1.8,Diesel,2016,33896,30100,10,0.89,33896,Small,4021
Ford,Focus,2.0,Diesel,2019,17017,43011,7,2.53,17017,Small,4022
Porsche,911,2.6,Petrol,2018,29307,96048,8,3.28,29307,Medium,4023
BMW,M5,4.0,Petrol,2013,45946,65379,13,1.42,45946,Large,4024
Toyota,Yaris,1.4,Hybrid,1996,175225,2288,30,0.01,175225,Small,4025
VW,Passat,1.8,Diesel,1995,169499,2923,31,0.02,169499,Small,4026
Ford,Fiesta,1.4,Petrol,1992,241753,698,34,0.0,241753,Small,4027
Ford,Focus,1.4,Petrol,2011,82694,13370,15,0.16,82694,Small,4028
Toyota,Yaris,1.2,Petrol,1986,160296,1028,40,0.01,160296,Small,4029
Ford,Mondeo,1.8,Diesel,2004,141667,6344,22,0.04,141667,Small,4030
VW,Passat,1.8,Diesel,2019,18017,42484,7,2.36,18017,Small,4031
Ford,Fiesta,1.0,Petrol,1993,286577,415,33,0.0,286577,Small,4032
Ford,Focus,1.8,Diesel,2001,110990,6658,25,0.06,110990,Small,4033
Ford,Focus,1.4,Petrol,2004,91220,7895,22,0.09,91220,Small,4034
Toyota,Prius,1.4,Hybrid,1996,98507,5475,30,0.06,98507,Small,4035
VW,Polo,1.6,Petrol,2017,45774,19221,9,0.42,45774,Small,4036
BMW,Z4,2.0,Petrol,2010,66648,18397,16,0.28,66648,Small,4037
Toyota,Prius,1.0,Hybrid,1995,57740,5724,31,0.1,57740,Small,4038
VW,Polo,1.2,Diesel,2015,59663,14017,11,0.23,59663,Small,4039
VW,Polo,1.4,Diesel,2014,69295,13297,12,0.19,69295,Small,4040
Ford,Fiesta,1.4,Petrol,2002,106734,4256,24,0.04,106734,Small,4041
VW,Passat,2.0,Diesel,1997,142327,4407,29,0.03,142327,Small,4042
Ford,Fiesta,1.2,Petrol,2007,110402,5350,19,0.05,110402,Small,4043
Toyota,RAV4,2.0,Hybrid,2020,29005,59970,6,2.07,29005,Small,4044
VW,Polo,1.2,Petrol,2016,38935,16230,10,0.42,38935,Small,4045
Ford,Focus,1.6,Petrol,1992,148460,2445,34,0.02,148460,Small,4046
VW,Golf,1.2,Hybrid,2012,32124,18426,14,0.57,32124,Small,4047
Ford,Focus,2.0,Petrol,2015,43230,26987,11,0.62,43230,Small,4048
Ford,Mondeo,1.8,Diesel,1997,128287,4424,29,0.03,128287,Small,4049
Toyota,Yaris,1.0,Hybrid,1996,146274,2461,30,0.02,146274,Small,4050
Ford,Focus,1.4,Diesel,2017,22718,30522,9,1.34,22718,Small,4051
VW,Passat,1.6,Diesel,2000,184851,3374,26,0.02,184851,Small,4052
VW,Polo,1.2,Petrol,2013,70151,10906,13,0.16,70151,Small,4053
VW,Passat,1.8,Diesel,2011,85364,16357,15,0.19,85364,Small,4054
VW,Passat,2.0,Petrol,1992,255865,1113,34,0.0,255865,Small,4055
Toyota,Prius,1.0,Hybrid,1991,177585,1766,35,0.01,177585,Small,4056
Toyota,RAV4,2.2,Hybrid,2004,112865,12361,22,0.11,112865,Medium,4057
BMW,Z4,2.4,Petrol,2004,18187,18103,22,1.0,18187,Medium,4058
Ford,Mondeo,2.0,Diesel,2017,48528,31058,9,0.64,48528,Small,4059
VW,Polo,1.0,Petrol,1997,197078,1264,29,0.01,197078,Small,4060
BMW,X3,3.0,Diesel,2009,87509,20151,17,0.23,87509,Medium,4061
Toyota,Yaris,1.0,Hybrid,2015,28659,19924,11,0.7,28659,Small,4062
VW,Passat,1.8,Diesel,1997,174462,3203,29,0.02,174462,Small,4063
VW,Passat,1.6,Diesel,2005,98719,9396,21,0.1,98719,Small,4064
VW,Passat,1.8,Petrol,2010,73959,15765,16,0.21,73959,Small,4065
Ford,Mondeo,1.4,Diesel,2000,94048,6165,26,0.07,94048,Small,4066
VW,Polo,1.6,Petrol,1993,143620,1924,33,0.01,143620,Small,4067
Toyota,Prius,1.0,Hybrid,1987,242443,759,39,0.0,242443,Small,4068
Ford,Focus,1.4,Petrol,1989,153134,1802,37,0.01,153134,Small,4069
Ford,Mondeo,1.6,Diesel,1987,173420,1480,39,0.01,173420,Small,4070
Ford,Fiesta,1.4,Petrol,1993,217948,927,33,0.0,217948,Small,4071
Ford,Focus,2.0,Petrol,2009,58035,16494,17,0.28,58035,Small,4072
VW,Golf,1.4,Petrol,2002,114415,4893,24,0.04,114415,Small,4073
VW,Golf,2.0,Diesel,2019,17324,36068,7,2.08,17324,Small,4074
